Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1677,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,28,25,2292,25.5,0.04,0.04,0.04,0.00,0.00,0.27,0.00,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.22,0.27,0.04,0.22,0.27,0.04,0.27,Matches,2f3e911a
1678,Ander Martin,es ESP,MF,Real Sociedad,es La Liga,20,2000,5,1,88,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.20,0.15,0.09,0.23,0.15,0.23,Matches,e1e75690
1679,Andrés Martín,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1999,7,1,186,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,0.33,0.00,0.33,0.33,0.33,Matches,2ae30661
1680,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,64035864
1681,Iván Martín,es ESP,MF,Alavés,es La Liga,22,1999,6,2,166,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,Matches,ae48c5cb
1682,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,29,24,2105,23.4,0.04,0.04,0.04,0.00,0.00,0.34,0.00,0.04,0.04,0.09,0.04,0.09,0.06,0.06,0.05,0.11,0.06,0.05,0.11,0.06,0.11,Matches,468fdbad
1683,Martinelli,br BRA,MFFW,Arsenal,eng Premier League,20,2001,29,21,1860,20.7,0.29,0.29,0.24,0.05,0.05,0.14,0.05,0.29,0.29,0.58,0.24,0.53,0.40,0.37,0.23,0.59,0.40,0.23,0.63,0.37,0.60,Matches,48a5a5d6
1684,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,36,3240,36.0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7956236f
1685,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,27,26,2341,26.0,0.12,0.00,0.12,0.00,0.00,0.35,0.08,0.12,0.00,0.12,0.12,0.12,0.08,0.08,0.02,0.11,0.08,0.02,0.11,0.08,0.11,Matches,3fc45c73
1686,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,26,9,879,9.8,0.10,0.10,0.10,0.00,0.00,0.10,0.00,0.10,0.10,0.20,0.10,0.20,0.07,0.07,0.09,0.16,0.07,0.09,0.17,0.07,0.17,Matches,3672b352
1687,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,11d8aff0
1688,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,35,28,2282,25.4,0.83,0.12,0.71,0.12,0.24,0.24,0.00,0.83,0.12,0.95,0.71,0.83,0.83,0.67,0.14,0.81,0.84,0.14,0.98,0.67,0.81,Matches,f7036e1c
1689,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,13,7,656,7.3,0.00,0.14,0.00,0.00,0.00,0.27,0.00,0.00,0.14,0.14,0.00,0.14,0.10,0.10,0.14,0.22,0.09,0.13,0.22,0.09,0.22,Matches,ecc77652
1690,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,20,16,1431,15.9,0.06,0.00,0.06,0.00,0.00,0.50,0.00,0.06,0.00,0.06,0.06,0.06,0.09,0.09,0.07,0.16,0.09,0.07,0.16,0.09,0.16,Matches,3ec3c1c9
1691,Gelson Martins,pt POR,MF,Monaco,fr Ligue 1,26,1995,32,24,1905,21.2,0.19,0.14,0.19,0.00,0.00,0.19,0.00,0.19,0.14,0.33,0.19,0.33,0.30,0.30,0.13,0.42,0.30,0.13,0.43,0.30,0.43,Matches,3ef0fa48
1692,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,33,30,2721,30.2,0.03,0.00,0.03,0.00,0.00,0.20,0.03,0.03,0.00,0.03,0.03,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.03,Matches,d4535821
1693,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,32,30,2493,27.7,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,11fd2b75
1694,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,7,6,515,5.7,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,0.02,0.02,Matches,e0314d87
1695,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,15,13,1077,12.0,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.03,0.03,0.08,0.12,0.03,0.09,0.12,0.03,0.12,Matches,de0f152c
1696,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,20,17,1552,17.2,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.03,0.00,0.03,0.03,0.03,Matches,a396fb61
1697,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,19,11,877,9.7,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,0.25,0.25,0.13,0.38,0.25,0.14,0.38,0.25,0.38,Matches,fc62fdf4
1698,Arthur Masuaku,cd COD,DFMF,West Ham,eng Premier League,27,1993,13,6,650,7.2,0.14,0.14,0.14,0.00,0.00,0.14,0.00,0.14,0.14,0.28,0.14,0.28,0.01,0.01,0.11,0.13,0.01,0.11,0.12,0.01,0.12,Matches,57df7a11
1699,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,22,4,672,7.5,0.13,0.00,0.13,0.00,0.00,0.93,0.00,0.13,0.00,0.13,0.13,0.13,0.16,0.16,0.12,0.28,0.15,0.12,0.28,0.15,0.28,Matches,02319ad7
1700,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,7,2,235,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.12,0.27,0.15,0.10,0.25,0.15,0.25,Matches,29733c72
1701,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,33,22,2129,23.7,0.04,0.13,0.04,0.00,0.00,0.30,0.00,0.04,0.13,0.17,0.04,0.17,0.11,0.11,0.06,0.18,0.11,0.07,0.18,0.11,0.18,Matches,feb5d972
1702,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,18,8,790,8.8,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches,15944afd
1703,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,9,9,727,8.1,0.00,0.12,0.00,0.00,0.00,0.37,0.00,0.00,0.12,0.12,0.00,0.12,0.04,0.04,0.12,0.16,0.03,0.12,0.16,0.03,0.16,Matches,deb748c9
1704,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,22,13,1145,12.7,0.39,0.08,0.39,0.00,0.00,0.16,0.00,0.39,0.08,0.47,0.39,0.47,0.50,0.50,0.09,0.59,0.49,0.10,0.59,0.49,0.59,Matches,50e6dc35
1705,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,23,16,1382,15.4,0.00,0.26,0.00,0.00,0.00,0.19,0.00,0.00,0.26,0.26,0.00,0.26,0.02,0.02,0.14,0.16,0.02,0.13,0.15,0.02,0.15,Matches,eb7822d7
1706,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31,31,2790,31.0,0.10,0.10,0.10,0.00,0.00,0.06,0.00,0.10,0.10,0.19,0.10,0.19,0.11,0.11,0.04,0.16,0.11,0.04,0.16,0.11,0.16,Matches,b217ef29
1707,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,7,1,134,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.05,0.00,0.05,0.05,0.05,Matches,cf1ef7ec
1708,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,29,29,2463,27.4,0.04,0.04,0.04,0.00,0.00,0.29,0.04,0.04,0.04,0.07,0.04,0.07,0.02,0.02,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches,a17a94d6
1709,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,32,25,2276,25.3,0.32,0.08,0.28,0.04,0.08,0.28,0.00,0.32,0.08,0.40,0.28,0.36,0.38,0.32,0.11,0.43,0.38,0.11,0.50,0.32,0.44,Matches,4bcf39f6
1710,Stephy Mavididi,eng ENG,MFFW,Montpellier,fr Ligue 1,23,1998,30,27,2299,25.5,0.31,0.12,0.31,0.00,0.00,0.16,0.00,0.31,0.12,0.43,0.31,0.43,0.35,0.35,0.12,0.47,0.35,0.12,0.47,0.35,0.47,Matches,30144daa
1711,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,31,31,2705,30.1,0.13,0.00,0.13,0.00,0.00,0.10,0.00,0.13,0.00,0.13,0.13,0.13,0.10,0.10,0.02,0.12,0.10,0.02,0.12,0.10,0.12,Matches,00963611
1712,Eric Maxim Choupo-Moting,cm CMR,MFFW,Bayern Munich,de Bundesliga,32,1989,20,1,377,4.2,0.95,0.48,0.95,0.00,0.00,0.00,0.00,0.95,0.48,1.43,0.95,1.43,0.52,0.52,0.33,0.86,0.53,0.34,0.87,0.53,0.87,Matches,0e6bc38c
1713,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,35,35,3136,34.8,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3318286e
1714,Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,5,1,96,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,0.25,0.00,0.25,0.25,0.25,Matches,64e8ed6d
1715,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,18,11,1044,11.6,0.52,0.09,0.43,0.09,0.09,0.26,0.00,0.52,0.09,0.60,0.43,0.52,0.25,0.19,0.13,0.31,0.25,0.13,0.38,0.19,0.31,Matches,64e8ed6d
1716,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,810edef9
1717,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,18,15,1243,13.8,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.03,0.07,0.03,0.03,0.06,0.03,0.06,Matches,eb0ec070
1718,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,15,15,1269,14.1,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.14,0.01,0.01,0.12,0.13,0.01,0.12,0.13,0.01,0.13,Matches,eb0ec070
1719,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,24,14,1391,15.5,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.10,0.13,0.03,0.10,0.13,0.03,0.13,Matches,493924a7
1720,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,35,34,3023,33.6,0.83,0.51,0.71,0.12,0.12,0.30,0.00,0.83,0.51,1.34,0.71,1.22,0.78,0.71,0.40,1.11,0.78,0.40,1.18,0.71,1.11,Matches,42fd9c7f
1721,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,6,1,108,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cfbf9881
1722,Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,12,5,610,6.8,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,Matches,14d2670e
1723,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,35,34,2905,32.3,0.12,0.22,0.09,0.03,0.03,0.12,0.00,0.12,0.22,0.34,0.09,0.31,0.30,0.27,0.13,0.40,0.30,0.13,0.42,0.27,0.40,Matches,6afaebf2
1724,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,890bc029
1725,Jordi Mboula,es ESP,MFFW,Mallorca,es La Liga,22,1999,11,5,434,4.8,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.02,0.17,0.14,0.03,0.17,0.14,0.17,Matches,4887118d
1726,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3f3a2cba
1727,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,31,18,1418,15.8,0.13,0.06,0.13,0.00,0.00,0.06,0.00,0.13,0.06,0.19,0.13,0.19,0.19,0.19,0.07,0.27,0.19,0.07,0.27,0.19,0.27,Matches,46750e9c
1728,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,21,15,1439,16.0,0.00,0.19,0.00,0.00,0.00,0.25,0.00,0.00,0.19,0.19,0.00,0.19,0.03,0.03,0.10,0.13,0.03,0.10,0.13,0.03,0.13,Matches,cee31595
1729,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,2,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.46,0.00,0.46,0.46,0.46,Matches,96593e89
1730,Kasey McAteer,eng ENG,MF,Leicester City,eng Premier League,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b2c66859
1731,Liam McCarron,sct SCO,MF,Leeds United,eng Premier League,20,2001,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,076bb352
1732,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,17,1530,17.0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,Matches,36c2ca73
1733,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,35,35,3090,34.3,0.09,0.12,0.09,0.00,0.00,0.23,0.00,0.09,0.12,0.20,0.09,0.20,0.05,0.05,0.16,0.21,0.05,0.16,0.21,0.05,0.21,Matches,90f91999
1734,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,21,15,1369,15.2,0.20,0.00,0.20,0.00,0.00,0.07,0.00,0.20,0.00,0.20,0.20,0.20,0.15,0.15,0.10,0.25,0.15,0.10,0.25,0.15,0.25,Matches,01c3aff5
1735,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1000a059
1736,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,31,29,2706,30.1,0.03,0.00,0.03,0.00,0.00,0.10,0.00,0.03,0.00,0.03,0.03,0.03,0.07,0.07,0.03,0.11,0.07,0.03,0.10,0.07,0.10,Matches,471f16b3
1737,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,38,35,3107,34.5,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.03,0.00,0.03,0.08,0.08,0.15,0.24,0.09,0.15,0.24,0.09,0.24,Matches,fc15fb84
1738,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,30,28,2387,26.5,0.04,0.04,0.04,0.00,0.00,0.34,0.00,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.08,0.15,0.07,0.08,0.15,0.07,0.15,Matches,d93c2511
1739,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,33,32,2823,31.4,0.00,0.03,0.00,0.00,0.00,0.32,0.03,0.00,0.03,0.03,0.00,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,Matches,563a68ad
1740,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,31,30,2593,28.8,0.03,0.00,0.03,0.00,0.00,0.38,0.00,0.03,0.00,0.03,0.03,0.03,0.05,0.05,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches,6f5ec8bb
1741,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,19,7,775,8.6,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.04,0.00,0.04,0.04,0.04,Matches,d686dbc0
1742,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,21,21,1839,20.4,0.15,0.00,0.15,0.00,0.00,0.15,0.00,0.15,0.00,0.15,0.15,0.15,0.12,0.12,0.06,0.19,0.12,0.06,0.18,0.12,0.18,Matches,8df7a2fb
1743,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b500b384
1744,Hannibal Mejbri,tn TUN,MFFW,Manchester Utd,eng Premier League,18,2003,2,1,68,0.8,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.11,0.00,0.11,0.11,0.11,Matches,ca22ccb0
1745,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,2,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.33,0.00,0.33,0.33,0.33,Matches,d21e361a
1746,Filippo Melegoni,it ITA,MF,Genoa,it Serie A,22,1999,25,10,980,10.9,0.09,0.00,0.09,0.00,0.00,0.09,0.00,0.09,0.00,0.09,0.09,0.09,0.08,0.08,0.13,0.21,0.08,0.13,0.21,0.08,0.21,Matches,6604165d
1747,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,21,14,990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.15,0.21,0.05,0.16,0.21,0.05,0.21,Matches,379652be
1748,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,29,20,1692,18.8,0.37,0.11,0.27,0.11,0.11,0.27,0.00,0.37,0.11,0.48,0.27,0.37,0.22,0.14,0.06,0.20,0.22,0.06,0.28,0.14,0.20,Matches,3902e91b
1749,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,31,20,1829,20.3,0.00,0.20,0.00,0.00,0.00,0.15,0.00,0.00,0.20,0.20,0.00,0.20,0.01,0.01,0.11,0.13,0.02,0.11,0.13,0.02,0.13,Matches,70c52749
1750,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,20,11,962,10.7,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.04,0.06,0.02,0.03,0.06,0.02,0.06,Matches,48b3dd60
1751,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,36,36,3220,35.8,0.00,0.03,0.00,0.00,0.00,0.14,0.03,0.00,0.03,0.03,0.00,0.03,0.04,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.08,Matches,1545cf15
1752,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,27,18,1658,18.4,0.00,0.05,0.00,0.00,0.00,0.16,0.00,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.16,0.18,0.02,0.16,0.18,0.02,0.18,Matches,f20e4cc9
1753,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.52,0.52,0.00,0.52,Matches,6690ef25
1754,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,29,21,1863,20.7,0.05,0.05,0.05,0.00,0.00,0.14,0.05,0.05,0.05,0.10,0.05,0.10,0.05,0.05,0.07,0.12,0.05,0.07,0.12,0.05,0.12,Matches,c6e5d20f
1755,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,45f771db
1756,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,37,36,3021,33.6,0.12,0.15,0.12,0.00,0.00,0.24,0.00,0.12,0.15,0.27,0.12,0.27,0.15,0.15,0.11,0.26,0.16,0.11,0.26,0.16,0.26,Matches,c9e39d91
1757,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,31,1990,32,17,1614,17.9,0.06,0.06,0.06,0.00,0.00,0.34,0.00,0.06,0.06,0.11,0.06,0.11,0.11,0.11,0.14,0.25,0.11,0.14,0.25,0.11,0.25,Matches,aed746df
1758,Arial Mendy,sn SEN,DFMF,Clermont Foot,fr Ligue 1,26,1994,18,9,792,8.8,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.19,0.26,0.07,0.19,0.26,0.07,0.26,Matches,9f0f4b49
1759,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,34,27,2413,26.8,0.04,0.04,0.04,0.00,0.00,0.19,0.00,0.04,0.04,0.07,0.04,0.07,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.06,Matches,e472a6f6
1760,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,1,1,78,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.28,0.28,0.00,0.28,Matches,5271c8f1
1761,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,34,3060,34.0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33887998
1762,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,22,20,1734,19.3,0.10,0.05,0.10,0.00,0.00,0.21,0.00,0.10,0.05,0.16,0.10,0.16,0.06,0.06,0.09,0.15,0.06,0.09,0.14,0.06,0.14,Matches,3cefcaef
1763,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,14,12,1032,11.5,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,Matches,1598599e
1764,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,23,13,1208,13.4,0.00,0.15,0.00,0.00,0.00,0.07,0.07,0.00,0.15,0.15,0.00,0.15,0.01,0.01,0.15,0.16,0.01,0.15,0.16,0.01,0.16,Matches,9bdd8118
1765,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,8,5,490,5.4,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,9f979eb2
1766,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,7,7,619,6.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9413b19f
1767,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,10,3,266,3.0,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.13,0.06,0.06,0.12,0.06,0.12,Matches,0e50f929
1768,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,34,33,2890,32.1,0.09,0.06,0.09,0.00,0.00,0.25,0.00,0.09,0.06,0.16,0.09,0.16,0.14,0.14,0.12,0.26,0.14,0.12,0.27,0.14,0.27,Matches,d080ed5e
1769,Quentin Merlin,fr FRA,DFMF,Nantes,fr Ligue 1,19,2002,28,21,1926,21.4,0.09,0.14,0.09,0.00,0.00,0.00,0.00,0.09,0.14,0.23,0.09,0.23,0.03,0.03,0.15,0.18,0.03,0.15,0.18,0.03,0.18,Matches,0bfca6a1
1770,Martín Merquelanz,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,4,3,173,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.53,0.63,0.08,0.53,0.61,0.08,0.61,Matches,ddd5348b
1771,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,2,0,46,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c730da00
1772,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,30,16,1384,15.4,0.71,0.06,0.65,0.06,0.06,0.13,0.00,0.72,0.07,0.78,0.65,0.72,0.32,0.27,0.23,0.50,0.33,0.23,0.55,0.27,0.50,Matches,89b2c8a9
